"country","iso2c","iso3c","year","status","lastupdated","GDP","Population","Life_Expectancy","Exports_of_GDP","Imports_of_GDP","Total_Exports","Total_Imports","region","capital","longitude","latitude","income","lending"
"Bangladesh","BD","BGD",1980,"","2024-12-16",18138049095.6072,88016432,51.85,5.49428379105126,17.8829473211837,996555891.472868,3243617764.85788,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1981,"","2024-12-16",20249694002.448,90303105,52.169,5.13086315280464,14.1162959381044,1038984088.1273,2858506731.94614,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1982,"","2024-12-16",18525399201.5968,92814507,52.54,5.07529986612758,15.5316243276076,940219560.878244,2877295409.18164,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1983,"","2024-12-16",17609048821.5488,95335155,53.011,5.60384903116941,14.7130315900677,986784511.784512,2590824915.82492,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1984,"","2024-12-16",18920840000,97814966,53.54,3.39625513455005,13.4154720403534,642600000,2538320000,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1985,"","2024-12-16",22278423076.9231,100253825,53.897,5.38447860037049,12.8377060246289,1199576923.07692,2860038461.53846,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1986,"","2024-12-16",21774033333.3333,102635572,54.415,5.18293196330185,11.8358105449764,1128533333.33333,2577133333.33333,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1987,"","2024-12-16",24298032258.0645,104959291,54.926,4.99004963895921,11.6977479923371,1212483870.96774,2842322580.64516,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1988,"","2024-12-16",26579005558.3652,107216008,55.027,5.42830096531266,12.2497633446486,1442788415.29524,3255865280.26073,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1989,"","2024-12-16",28781715188.8919,109433799,55.089,5.54014371794136,12.7850303011279,1594548385.95317,3679751008.08418,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1990,"","2024-12-16",31598340778.2164,111633717,55.989,5.90831648660892,13.0581855259296,1866929977.69423,4126169961.93496,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1991,"","2024-12-16",30957483949.5798,113787109,54.154,6.66261196863293,12.2272149164418,2062577030.81232,3785238095.23809,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1992,"","2024-12-16",31708874594.1645,115952192,57.635,7.58667691037111,12.3473285920799,2405649867.37401,3915198938.99204,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1993,"","2024-12-16",33166519417.9894,118132360,57.927,9.01726903574974,14.1043140341485,2990714285.71429,4677910052.91005,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1994,"","2024-12-16",33768660882.793,120343179,58.617,9.00154364628231,13.864320908288,3039700748.12968,4681795511.22194,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1995,"","2024-12-16",37939748768.6567,122600370,59.467,10.864634213863,17.3448618625588,4122014925.37313,6580597014.92537,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1996,"","2024-12-16",46438484107.5795,124862179,59.492,9.70650764952346,16.3695800738575,4507555012.22494,7601784841.0758,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1997,"","2024-12-16",48244309133.4895,127198069,61.427,10.5203705573506,15.8051428327327,5075480093.67682,7625081967.21311,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1998,"","2024-12-16",49984559471.3656,129622332,63.917,11.7573312287186,16.1227321741207,5876850220.26432,8058876651.98238,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",1999,"","2024-12-16",51270569883.5275,132108065,66.228,11.7586423857313,16.6292981713845,6028722961.73045,8525935940.09983,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2000,"","2024-12-16",53369787318.6245,134544304,65.779,12.3442012279919,16.9775131339119,6588073941.56231,9060862651.56033,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2001,"","2024-12-16",53991289844.3291,136805810,66.135,13.3865592080649,18.7114578649468,7227575982.20904,10102557449.9629,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2002,"","2024-12-16",54724081490.5102,138933658,66.612,12.4099689322019,16.557411788963,6791241511.40519,9060891520.11144,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2003,"","2024-12-16",60158929188.2556,140970351,66.824,11.4311486959413,16.2267362042167,6876856649.39551,9761830742.65976,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2004,"","2024-12-16",65108544250.0425,142902856,67.187,11.1465089461353,15.7117252031078,7257329709.52947,10229675556.3105,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2005,"","2024-12-16",69476001239.419,144715786,67.299,14.3928418979283,20.0040929665367,9999571015.39225,13898043877.3656,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2006,"","2024-12-16",71795736172.1561,146405973,67.241,16.3534635652888,21.7584608673034,11741089556.3444,15621647159.4109,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2007,"","2024-12-16",79611644974.5571,147989278,66.714,16.9953348464905,22.9470478066831,13530265640.2252,18268522231.9984,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2008,"","2024-12-16",91636997370.9772,149474264,67.051,17.6588584820757,24.9620555504832,16182047682.9643,22874478188.5382,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2009,"","2024-12-16",102475158190.998,150873714,67.403,16.9401329056133,23.1526633174097,17359427992.7925,23725728359.9447,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2010,"","2024-12-16",115275540051.262,152201981,68.638,16.0241126856916,21.7787299851405,18471882436.8538,25105548606.6769,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2011,"","2024-12-16",128607482310.357,153591076,68.809,19.9220749554939,27.4987748801959,25621279024.2428,35365482039.6129,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2012,"","2024-12-16",133310747603.483,155070101,69.554,20.1615888640625,27.9493338849842,26877564843.4222,37259465952.266,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2013,"","2024-12-16",149998957434.186,156532141,69.565,19.5378741098798,26.7585286129376,29306607469.6236,40137513944.1348,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2014,"","2024-12-16",172886611653.786,157964929,69.986,18.9896599950107,25.5244202017989,32830579729.9485,44128305231.1645,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2015,"","2024-12-16",195146608978.131,159383179,70.491,17.3366737865485,24.7493225204896,33831931004.0501,48297463643.7965,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2016,"","2024-12-16",265224515675.034,160811932,71.09,13.9212044814459,17.4129456531683,36922447162.046,46183400773.3724,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2017,"","2024-12-16",293732446624.596,162186147,71.788,12.8197468906003,17.179983781834,37655756192.841,50463186692.0898,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2018,"","2024-12-16",321362752441.78,163523103,72.567,12.6747879443391,19.8398437797492,40732047404.0872,63757868050.7515,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2019,"","2024-12-16",351231654603.692,164913055,72.806,13.0947573353039,18.4832971559365,45992932855.1263,64919190426.113,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2020,"","2024-12-16",373979442362.193,166298024,71.968,10.4427880616037,15.8286593146113,39053880559.8514,59195931838.1946,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2021,"","2024-12-16",416271647911.014,167658854,72.381,10.6627789004134,17.0612258032497,44386125441.8587,71021045805.0068,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2022,"","2024-12-16",460131688909.301,169384897,73.698,12.8822264348985,20.897740835675,59275206064.019,96157127851.08,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bangladesh","BD","BGD",2023,"","2024-12-16",437415331040.994,171466990,NA,13.1571638341204,17.8258075763392,57551451740.6239,77972815220.7747,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA"
"Bhutan","BT","BTN",1980,"","2024-12-16",128669200.916451,433404,48.218,14.380477343088,39.7343590069514,18503245.2853225,51125882.223518,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1981,"","2024-12-16",139174178.090189,447836,49.034,16.2434061617107,50.538452981217,22606627.019412,70336476.5561055,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1982,"","2024-12-16",141439317.399271,462485,49.853,14.4310209819253,50.2494745834179,20411137.5705807,71072513.8475063,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1983,"","2024-12-16",156704289.913612,477460,50.637,12.7440645062992,48.3715855789966,19970495.7907288,75800349.7015219,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1984,"","2024-12-16",160423493.936194,492784,51.4,13.6403639325243,47.606867024635,21882348.4061679,76372599.4344772,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1985,"","2024-12-16",163288815.361294,508392,52.118,15.8143979086256,53.9392770245984,25823143.0015159,88076806.4679131,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1986,"","2024-12-16",191218115.488485,524324,52.919,18.5662411276266,55.2023353051113,35502016.4012956,105556865.276069,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1987,"","2024-12-16",242742766.346488,540557,53.72,24.5570179073681,39.724943016,59610384.6005478,96429425.6066042,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1988,"","2024-12-16",272298066.556045,556986,54.513,29.2704117614086,51.2118077527662,79702765.2993088,139448762.359181,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1989,"","2024-12-16",264798626.174848,573586,55.261,29.2371207225325,39.5774214966312,77419494.006348,104800468.398509,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1990,"","2024-12-16",287765007.112863,589287,55.968,27.9616719301099,33.2546155090416,80463907.2185563,95695146.6849487,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1991,"","2024-12-16",240294286.015925,599784,56.642,33.4596753116132,42.5133105015892,80401687.8932874,102157055.931527,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1992,"","2024-12-16",240233531.160464,577774,57.423,33.3950994352653,58.3657381322212,80226226.6078861,140214073.702905,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1993,"","2024-12-16",225973692.8371,554673,58.117,32.859302834155,45.8966905132668,74253380.0548658,103714446.442844,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1994,"","2024-12-16",258954708.048533,554497,58.635,30.875962913691,41.2248164419524,79954759.620322,106753603.060802,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1995,"","2024-12-16",290490983.815778,547989,59.516,39.4058307240615,44.4770779254936,114470385.351106,129201901.238277,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1996,"","2024-12-16",303408345.620078,548784,60.212,37.0068223521095,47.6226690817854,112281787.465097,144491152.401169,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1997,"","2024-12-16",352229076.707627,558697,60.852,37.3014697549024,47.9099674736012,131386622.516068,168752836.08319,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1998,"","2024-12-16",363458380.903342,569435,61.549,34.3296793518192,51.2534557405804,124774096.741431,186284980.391724,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",1999,"","2024-12-16",399311199.50776,582579,62.23,32.6549090148802,53.2112969675768,130394708.885486,212478668.194867,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2000,"","2024-12-16",460733418.399276,596863,62.01,28.0014111590781,46.0250859513651,129011858.833257,212052951.824929,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2001,"","2024-12-16",496110225.710307,610794,63.444,25.2417137581544,45.8528609714044,125226723.098729,227480732.059868,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2002,"","2024-12-16",559345263.708309,624409,64.078,22.9202319620156,47.363085238581,128203231.910492,264923174.028132,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2003,"","2024-12-16",651935430.314445,637663,64.696,24.3568394131845,48.4930612461766,158790865.839343,316143447.507909,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2004,"","2024-12-16",735348490.428435,650544,65.268,29.6518401624113,59.4087116380181,218044359.018544,436861064.213148,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2005,"","2024-12-16",860391000.221655,661865,65.805,36.4043942963452,61.3390192465892,313220132.210959,527755401.221883,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2006,"","2024-12-16",942879878.538879,670799,66.362,51.8129303116649,56.3448645794603,488533694.39006,531264390.709711,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2007,"","2024-12-16",1255767964.00491,678641,66.954,52.3571269654224,54.5718954495773,657484027.305152,685296380.406047,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2008,"","2024-12-16",1317517834.59916,686351,67.499,46.598977305103,55.3552583644183,613949836.735545,729315401.339652,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2009,"","2024-12-16",1331343797.77308,693988,67.897,42.46629308784,59.0931184774042,565372359.169096,786732567.75962,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2010,"","2024-12-16",1708880730.87271,701632,68.43,39.3870452803126,65.6236214740519,673077627.255369,1121429422.27092,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2011,"","2024-12-16",1977728659.25621,709377,68.881,37.9232018845135,64.8723983483613,750018032.177615,1283000014.08239,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2012,"","2024-12-16",1973387228.03924,717279,69.326,35.788109796937,58.256917359116,706237987.889414,1149634566.61417,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2013,"","2024-12-16",1943696951.76613,725273,69.707,37.434365976838,57.6181723221495,727610630.404777,1119922659.08897,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2014,"","2024-12-16",2089079570.67546,733139,70.049,34.189341370886,53.7449147826184,714242545.927674,1122774035.00062,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2015,"","2024-12-16",2187815803.82922,740618,70.343,31.5360909677341,58.1030694625137,689951582.102045,1271188136.21074,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2016,"","2024-12-16",2357504760.5975,747866,70.602,27.1228339469442,49.2619189445197,639422101.508163,1161352084.27873,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2017,"","2024-12-16",2591358009.79792,754335,70.847,28.4464080403722,48.3419936250555,737148273.253984,1252714123.89888,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2018,"","2024-12-16",2583335721.20625,759759,71.129,29.1897191951567,50.5500011526558,754068442.88828,1305876236.84673,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2019,"","2024-12-16",2735683570.28851,764824,71.391,31.4575032893846,44.6660134237944,860577749.110661,1221920790.7376,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2020,"","2024-12-16",2457604334.15915,770006,71.609,28.0656355062547,43.7647154954586,689742274.611024,1075563544.84881,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2021,"","2024-12-16",2768802959.60794,775442,71.815,29.1987407099801,48.3837076107953,808455596.946177,1339649528.29575,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2022,"","2024-12-16",2898227743.13545,780914,72.229,25.4988399719131,60.0723765778516,739014454.243697,1741034283.9401,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"Bhutan","BT","BTN",2023,"","2024-12-16",NA,786385,NA,NA,NA,NA,NA,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA"
"India","IN","IND",1980,"","2024-12-16",186328579302.068,687354025,53.611,6.13955113216183,9.24502571634426,11439738400.0812,17226125073.3751,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1981,"","2024-12-16",193491368445.573,703696250,54.175,5.93602662657806,8.57123813504237,11485699151.0595,16584605960.2223,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1982,"","2024-12-16",200715624830.902,720313473,54.732,5.98329984863978,8.14262790090769,12009417676.7037,16343526468.9622,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1983,"","2024-12-16",218262146413.158,737372681,55.281,5.83762942427856,7.85296446260169,12741335281.0764,17140048793.1369,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1984,"","2024-12-16",212157645177.652,754875449,55.816,6.28340139288612,7.72597455124279,13330716432.207,16391245674.9413,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1985,"","2024-12-16",232511554840.372,772647793,56.334,5.25455499628708,7.64548119786163,12217447521.8095,17776627208.1764,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1986,"","2024-12-16",248985994040.59,790689978,56.835,5.19622166035989,7.02305023901268,12937864153.5995,17486411449.5757,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1987,"","2024-12-16",279033584092.223,808931270,57.315,5.60458088400396,6.98023315167182,15638662913.9839,19477194741.1034,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1988,"","2024-12-16",296589670895.932,827342990,57.777,6.03521975491128,7.45523036139042,17899838408.9376,22111443193.3815,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1989,"","2024-12-16",296042052944.66,846039529,58.233,7.01613027794311,8.15200181272641,20770696112.0947,24133353522.4812,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1990,"","2024-12-16",320979026420.035,864972221,58.652,7.05335023414457,8.45291127605198,22639774911.5525,27132072318.021,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1991,"","2024-12-16",270105341879.226,883927600,59.055,8.49424077053547,8.49348578059959,22943398073.2995,22941358805.152,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1992,"","2024-12-16",288208070278.013,902957070,59.452,8.84292692502088,9.59017211680717,25486029046.6975,27639649994.19,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1993,"","2024-12-16",279295648982.529,922118387,59.815,9.83421745486326,9.81732233160511,27466541462.9135,27419354118.7633,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1994,"","2024-12-16",327274843459.429,941163767,60.216,9.8880849164454,10.1900594604801,32361214431.4321,33349501147.7089,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1995,"","2024-12-16",360281909643.489,960301044,60.596,10.8439680350622,12.0234806711877,39068855117.8518,43318425767.7707,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
"India","IN","IND",1996,"","2024-12-16",392896866204.516,979678458,60.984,10.3851692716063,11.5443185997804,40803004618.1754,45357266003.2021,"South Asia","New Delhi","77.225","28.6353","Lower middle income","IBRD"
